,gender,degs_code,degc_code,levl_code,college,code,conc_code_1,grad_date,term_code_grad,major,intern_this,job01,job_ft_pt,job_hired,job_interest,job_relatemajor,plan_service,plan_same,plan_military,cc_use,cc_first,cc_use_service,cc_intern,cc_many,find,GradDate,job,job_company,job_title,job_industry,job_salary,grad,grad_degree,degree_other,study_field,schoolname,group,noschool,nojob,group01,group02,group10,noplangrad,gpa,hs_gpa,state,natn,new_total,new_math,new_verbal
327,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,DDS, ,Dentistry,Columbia,3, ,1, , , , ,3.9275362489999996,95.16,NY, ,1420,680,740
328,F,UA,BA,UW,ST,POL, ,5/31/19,201901,Political Science,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Workshop / Panel,YU CareerLink,On-Campus Recruiting,Career Fair,Employer Site Visits",Yes,3,Career Fair,May-19,Yes,Broadridge Financial,IT Trainee,Information Systems,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.7978141310000004,92.52,NY, ,1410,640,770
329,F,UA,BA,UW,ST,COM, ,5/31/19,201901,Computer Science,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,Yes,No,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours",Yes,3,Internship or P/T job turned into F/T,May-19,Yes,Facebook Inc.,Software Engineer,Software Engineering,"$80,000 and over",No,-, , , ,2,1, , , , ,1,4.0,97.11,NY, ,1480,740,740
330,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My fourth year on campus,Weekly Email,No, ,-,May-19,No, , , , ,Yes,Other,RN,Nursing,Aliza Shira Hersch,3, ,1, , , , ,3.909090996,96.35,NY, ,1475,720,755
331,F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,No,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Strongly related,Not related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Career Fair",Yes,5,Alumni Contact (referred by family or community member),May-19,Yes,Einstein Medical Center,Lab Coordinator,Medical Research,"$40,000 - $49,999",No,-, , , ,2,1, , , , ,1,3.9739129539999998,96.24,NJ, ,1495,740,755
332,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours",No, ,-,May-19,No, , , , ,Yes,DDS, ,Dentistry,Rutgers school of Dental Medicine,3, ,1, , , , ,3.945512772,98,CA, ,1470,750,720
333,F,UA,BA,UW,ST,COM, ,5/31/19,201901,Computer Science,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,On-Campus Recruiting,Career Fair",Yes,1,Networking: YU Staff/Faculty,May-19,Yes,ListenFirst Media,Software Engineer,Computer Science,"$70,000 - $79,999",No,-, , , ,2,1, , , , ,1,3.98130846,97.47,NY, ,1550,780,770
334,M,UA,BS,UM,SY,BUS,BIMA,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,On-Campus Recruiting",Yes,3,-,May-19,Yes,Verisk,Data Analyst,Finance,"$70,000 - $79,999",Yes,Master's, ,Data Analysis,Katz YU,1, , , , , , ,3.7823529239999996,93.5,NJ, ,1480,780,700
335,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,Other,DPT,Physical Therapy,Touro Manhattan,3, ,1, , , , ,3.4691357610000004,94,GA, ,1220,590,630
336,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology, , , , , , , , , , , , , , , ,May-19,Yes,H. Leiner & Company,Marketing Consultant,Marketing,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.6735394,96,NJ, ,1240,580,660
337,F,UA,BS,UW,SY,BUS,BFIN,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"On-Campus Recruiting,Career Fair,Financial Edge Course",Yes,1,-,May-19,No, , , , ,Yes,MS, ,Real Estate,NYU,3, ,1, , , , ,3.9698493480000003,95.68,NY, ,1380,640,740
338,F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology, , , , , , , , , , , , , , , , , , , , , ,Yes,Masters, ,SLPT,Touro,3, ,1, , , , ,3.8476190569999997,90.54,NY, ,1180,560,620
339,F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Master's, ,Speech Therapy,Lebruan College,3, ,1, , , , ,4.0,96.23,NY, ,1285,650,635
340,F,UA,BA,UW,ST,SHA,SHPN,5/31/19,201901,Shaped Major,-,No,-,-,-,-,No,-,No,No,-, ,Yes,shadowing,-,May-19,No, , , , ,Yes,BSN, , ,NYU Nursing,3, ,1, , , , ,3.133709908,88.66,NJ, ,1060,450,610
341,F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,On-Campus Recruiting",Yes,2,-,May-19,No, , , , ,Yes,Master's, ,Accounting,YU Master's program,3, ,1, , , , ,3.790476084,92,IL, ,1030,500,530
342,F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours",No, ,-,May-19,No, , , , ,Yes,Master's, ,Speech pathology,Touro,3, ,1, , , , ,3.846153736,88.49,NJ, ,1185,640,545
343,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,JFEW",Yes,2,-,May-19,No, , , , ,Yes,Other,DPT,Physical Therapy,Hunter College,3, ,1, , , , ,3.804964542,95.4,NJ, ,1240,650,590
344,F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,3,-,May-19,No, , , , ,Yes,-, ,AuD (doctorate of audiology),SDSU/UCSD Joint Doctoral Program,3, ,1, , , , ,3.613095284,95,CA, ,1300,620,680
345,F,UA,BA,UW,ST,ENG,ENGA,5/31/19,201901,English,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,4,-,May-19,Yes,Algemeiner Journal,Adminstrative Asst,Publishing,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.632398844,84.86,NJ, ,1130,520,610
346,F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting, , , , , , , , , , , , , , , ,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.724999905,94.27,NJ, ,975,520,455
347,F,UA,BA,UW,ST,PSY,PSYN,5/31/19,201901,Psychology,No,Yes,Full-time (30+ hours/week),Employed in temp/contract assignment,Moderately related,Moderately related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Career Center Website,Career Fair",Yes,6,Other,May-19,Yes, Massachusetts General Hospital,Clinical Research Coordinator I,Research,"$30,000 - $39,999",No,-, , , ,2,1, , , , ,1,3.738095284,91,FL, ,1180,570,610
348,F,UA,BA,UW,ST,EDU,EDUA,5/31/19,201901,Education,-,No,-,-,-,-,No,-,No,Not sure / Don't remember,-, ,No, ,-,May-19,No, , , , ,Yes,Master's, ,Literary education,Teacher's college,3, ,1, , , , ,3.8113207819999997,91,IL, ,1160,540,620
349,F,UA,BA,UW,ST,MAT, ,5/31/19,201901,Mathematics,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,No,-, ,Yes,4,Other,May-19,Yes,"Cornell University, Weill Cornell Medicine, Memorial Sloan Kettering Cancer Center",Graduate Student,Medical Research,"$30,000 - $39,999",Yes,PhD, ,Computational Biology (applied mathematics used to solve specifically biological issues),Cornell University,1, , , , , , ,3.9870967860000004,91.25,NY, ,1250,600,650
350,M,UA,BS,UM,SY,BUS,BMAN,5/31/19,201901,Business & Management,No, ,Full-time (30+ hours/week),Employed in some other work category,Moderately related,Moderately related,No,-,No,No,-, ,Yes,2,Alumni Contact (referred by family or community member),May-19,Yes,"Astra, Inc.",Corporate Trainer,Human Resources,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.292682886,83,FL, ,1220,600,620
351,F,UA,BA,UW,ST,PSY,PSYN,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My fourth year on campus,"Individual Appointment,Walk-in Hours",Yes,3,-,May-19,No, , , , ,Yes,Master's, ,Occupational Therapy,NYU,3, ,1, , , , ,3.634751797,89.92,NJ, ,1110,580,530
352,F,UA,BA,UW,ST,ENG,ENGP,5/31/19,201901,English,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,No,-, ,No, ,Job or Social Media website,May-19,Yes,Southard.com,PR,PR,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.61728406,91,NY, ,1045,500,545
353,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,Yes, ,Full-time (30+ hours/week),Employed in some other work category,Slightly related,Slightly related,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,1,Other,May-19,Yes,Metropolitan Plumbing and Heating,Apprentice,Construction,"Under $20,000",No, , , , ,2,1, , , , ,1,3.5816326139999997,90.32,NY, ,1250,670,580
354,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,No, ,Full-time (30+ hours/week),Employed in some other work category,Slightly related,Strongly related,No,-,No,No,-, ,Yes,2,Other,May-19,Yes,EY,Associate,Accounting,"$50,000 - $59,999",No, , , , ,2,1, , , , ,1,3.539999962,97.02,NJ, ,1205,600,605
355,F,UA,BA,UW,ST,ENG,ENGP,5/31/19,201901,English,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,No, , , , ,Job or Social Media website,May-19,Yes,Event Producer,Media/Commericial Real Estate,Marketing and Advertising,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.78125,92.47,NY, ,1220,600,620
356,F,UA,BA,UW,ST,SHA,SHAN,5/31/19,201901,Shaped Major,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Other,BSN,Nursing,NYU,3, ,1, , , , ,3.314606667,85.82,NY, ,1150,560,590
357,F,UA,BS,UW,SY,BUS,BMKT,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,No,-, ,Yes,4,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.55660367,90.67,NJ, ,1160,610,550
358,F,UA,BA,UW,ST,EDU,EDUA,5/31/19,201901,Education,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,Master's, ,Education,Bank Street or Hunter,3, ,1, , , , ,3.7943925860000003,94.17,NJ, ,1110,540,570
359,F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Slightly related,No,-,No,No,-, ,Yes,4,Other,May-19,Yes,Rosenbaum Yeshiva of North Jersey,Teacher,Education,"$30,000 - $39,999",Yes,Master's, ,Jewish education,Azrieli Graduate School of Jewish Education,1, , , , , , ,3.991031408,95.7,NJ, ,1410,640,770
360,F,UA,BS,UW,SY,BUS,BMKT,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My fourth year on campus,Individual Appointment,Yes,3,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.98113203,98.38,NJ, ,1270,630,640
361,M,UA,BA,UM,YC,PSY, ,5/31/19,201901,Psychology,No,Yes,Part-time (<30 hours/week),-,Not related,Slightly related,No,-,No,Not sure / Don't remember,-, ,Yes,3,Other,May-19,No, , , , ,Yes,JD, ,Law,Georgetown University,3, ,1, , , , ,3.75,91.73,NY, ,1240,570,670
362,F,UA,BS,UW,SY,BUS,BFIN,5/31/19,201901,Business & Management,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,Individual Appointment,Yes,1,Job or Social Media website,May-19,Yes,Brown Advisory,Private Client Relations Analyst,Finance,"$60,000 - $69,999",No, , , , ,2,1, , , , ,1,3.6749584669999997,96.83, , ,1140,580,560
363,M,UA,BA,UM,YC,MAT, ,5/31/19,201901,Mathematics,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Master's, ,Data Analysis,Katz school,3, ,1, , , , ,3.8821549419999997,96.19,NJ, ,1440,690,750
364,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,Not Seeking, , , , ,No,-, , , ,5,1,1,1, ,1,1,3.9368422030000003,96.04,NJ, ,1180,500,680
365,F,UA,BA,UW,ST,SHA,SHPN,5/31/19,201901,Shaped Major,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Other,RN,Nursing,NYU,3, ,1, , , , ,3.4196078780000003,96.72,NY, ,1120,560,560
366,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,No,Yes,Full-time (30+ hours/week),Employed as entrepreneur,Strongly related,Slightly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Workshop / Panel,YU CareerLink,Employer Site Visits,Financial Edge Course",Yes,1,Alumni Contact (referred by family or community member),May-19,Yes," Limekiln Real Estate Investment Management, LP",Analyst,Real Estate,"$80,000 and over",No,-, , , ,2,1, , , , ,1,3.690235615,87.53,NY, ,1210,650,560
367,F,UA,BS,UW,SY,BUS,BMKT,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),Employed in temp/contract assignment,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"YU CareerLink,Career Center Website",Yes,2,Other,May-19,Yes,Jillian's Circus,Assistant Media Manager,Marketing,"Under $20,000",No,-, , , ,2,1, , , , ,1,3.54285717,87.93,NY, ,1180,620,560
368,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Walk-in Hours,No, ,-,May-19,No, , , , ,Yes,DPT, , ,New York Medical College,3, ,1, , , , ,3.677595615,91.32,NJ, ,1015,500,515
369,F,UA,BA,UW,ST,EDU,EDUB,5/31/19,201901,Education,-,No,-,-,-,-,No,-,No,Yes,My fourth year on campus,"YU CareerLink,On-Campus Recruiting",No, ,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.5813953880000002,86.38,NY, ,1170,560,610
370,F,UA,BS,UW,SY,BUS,BFIN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,YU CareerLink,On-Campus Recruiting,Career Fair",Yes,1,Job or Social Media website,May-19,Yes,Citi,Commercial Bank Analyst,Commercial Bank/Product Management Team,"$70,000 - $79,999",No,-, , , ,2,1, , , , ,1,3.870370388,88,OH, ,1170,580,590
371,M,UA,BA,UM,YC,POL,IASS,5/31/19,201901,Political Science,-, ,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Semicha, ,REITS,Yeshiva University,3, ,1, , , , ,4.0,92.03,NY, ,1200,570,630
372,F,UA,BA,UW,ST,SHA,SHPN,5/31/19,201901,Shaped Major, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Other,BS in Nursing,Nursing,NYU,3, ,1, , , , ,3.950191498,95,MI, ,1070,540,530
373,F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting,Yes,Yes,Full-time (30+ hours/week),-,Moderately related,Moderately related,No,-,No,Not sure / Don't remember,My first year on campus, ,Yes,3,Internship or P/T job turned into F/T,May-19,Yes,Moroccanoil,Digital Marketing Coordinator,Marketing,"$40,000 - $49,999",Yes, , , , ,1, , , , , , ,3.081585169,80, ,MOROCCO,1060,550,510
374,F,UA,BA,UW,ST,ENG,ENGL,5/31/19,201901,English,-,No,-,-,-,-,Yes,No,No,Yes,My second year on campus,"Walk-in Hours,Career Fair",Yes,4,-,May-19,Yes,Crown Retail Services,Executive Assistant,Human Resources,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.575163364,83,FL, ,1140,530,610
375,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,No,Yes,Part-time (<30 hours/week),Employed in temp/contract assignment,Slightly related,Moderately related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Career Fair",Yes,2,Other,May-19,Yes,Yachad NJCD,Informal Education Coordinator,Non-Profit,"$20,000 - $29,999",No, , , , ,2,1, , , , ,1,3.6237623689999996,90.5,NY, ,1130,540,590
376,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,No,Yes,Full-time (30+ hours/week),Employed in temp/contract assignment,Not related,Not related,Yes,No,No,Yes,My first year on campus,Walk-in Hours,Yes,2,Other,May-19,Yes,Eshel,unknown,unknown,"$30,000 - $39,999",No,-, , , ,2,1, , , , ,1,2.786729813,88,OH, ,1075,500,575
377,F,UA,BA,UW,ST,JST,JEDU,5/31/19,201901,Jewish Studies, , , , , , , , , , , , , , , , ,Yes,Jospeph Kushner Hebrew Academy,2nd Grade Teacher,Education,Declined to Answer,Yes,Master's, ,Special Education - ABA,Kean University,1, , , , , , ,3.4766354560000003,86.77,NJ, ,1070,510,560
378,M,UA,BA,UM,YC,MUS, ,9/28/18,201806,Music,-,No,-,-,-,-,No,No,No,No,-, ,Yes,3,-,Sep-18,No, , , , ,Yes,Other,Chaver,Torah,RIETS,3, ,1, , , , ,3.5625,76.87,ON,CANADA,1270,610,660
379,F,UA,BS,UW,SY,BUS,BFIN,5/31/19,201901,Business & Management,Yes,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Walk-in Hours,YU CareerLink,Career Fair",No, ,Other,May-19,Yes,Duff and Phelps,Valuation Analyst,Finance,"$70,000 - $79,999",No,-, , , ,2,1, , , , ,1,3.407017469,87.17,NJ, ,1220,670,550
380,M,UA,BS,UM,SY,BUS,BIMA,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,YU CareerLink",Yes,3,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.83157897,87.89,MA, ,1320,600,720
381,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours",No, ,-,May-19,No, , , , ,Yes,Master's, ,Occupational therapy,York College,3, ,1, , , , ,3.606918335,89,FL, ,1175,600,575
382,F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,Other,No, ,-,May-19,No, , , , ,Yes,Master's, ,SLP,Touro,3, ,1, , , , ,3.8190476889999996,88.28,NY, ,1080,520,560
383,M,UA,BS,UM,SY,BUS,BMKT,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Career Center Website,Career Fair",Yes,1,-,May-19,Yes,Preqin,research analyst,Finance,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.612179518,93.7,NJ, ,1170,570,600
384,F,UA,BS,UW,SY,BUS,BIMA,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,Career Fair",Yes,2,-,May-19,Yes,Teri Jon,digital marketing analyst,Marketing,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.727272749,92.3,NY, ,1290,650,640
385,F,UA,BA,UW,ST,SHA,SHPN,5/31/19,201901,Shaped Major,-,No,-,-,-,-,No,-,No,No,-, ,Yes,1,-,May-19,No, , , , ,Yes,Other,Nursing,Nursing,NYU,3, ,1, , , , ,3.6745097639999997,93.2,NJ, ,1150,560,590
386,F,UA,BA,UW,ST,JST,JSTG,5/31/19,201901,Jewish Studies,No,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Strongly related,Strongly related,No,-,No,No,-, ,No, ,Alumni Contact (referred by family or community member),May-19,Yes,SAR High School,High School Fellow,Teaching,"$20,000 - $29,999",Yes,Master's, ,Jewish Education,Azrieli Graduate School,1, , , , , , ,3.932153463,93.5,NJ, ,1210,620,590
387,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours",Yes,1,Other,May-19,Yes,Unknown,Dental Assistant,Dentistry,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.6990292069999997,96,NJ, ,1290,640,650
388,F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,Individual Appointment,Yes,3,-,May-19,No, , , , ,Yes,Master's, ,Interior Design,Undecided,3, ,1, , , , ,3.038348198,90,CA, ,1160,580,580
389,F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,On-Campus Recruiting,Career Fair,WIBI",Yes,one,-,May-19,Not Seeking, , , , ,No,-, , , ,5,1,1,1, ,1,1,3.512820482,87,ON,CANADA,1080,550,530
390,F,UA,BS,UW,SY,BUS,BMKT,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , ,May-19,Yes,Coty,Global Marketing Intern,Unknown,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.5225224489999998,87.68,NY, ,1270,650,620
391,F,UA,BA,UW,ST,ENG,ENGP,5/31/19,201901,English,No,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Strongly related,Moderately related,-,-, ,-, , , , ,Networking: YU Staff/Faculty,May-19,Yes,Yeshiva University,Stanton Fellow,Education,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.724359035,91,MD, ,1250,570,680
392,F,UA,BA,UW,ST,EDU,EDUA,5/31/19,201901,Education,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,Master's, ,Math education,Hunter,3, ,1, , , , ,3.947916746,92.7,NJ, ,1220,600,620
393,F,UA,BA,UW,ST,JST,JEDU,5/31/19,201901,Jewish Studies,Yes,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,No,-, ,Yes,1 - coaching high school hockey,Internship or P/T job turned into F/T,May-19,Yes,Rae Kushner Yeshiva High School,Judaic Studies Teacher,Education,"$40,000 - $49,999",Yes,Masters, ,Jewish Education,Azrieli,1, , , , , , ,3.827380896,91.41,NJ, ,1270,560,710
394,F,UA,BS,UW,SY,BUS,BMKT,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Moderately related,No,-,No,Yes,My first year on campus,"Individual Appointment,YU CareerLink",Yes,1,-,May-19,Yes,M Hidary & Company,Sales Assistant,Fashion Industry,"$40,000 - $49,999",No,-, , , ,2,1, , , , ,1,3.844660282,90.2,NJ, ,1240,620,620
395,F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting,-,No,-,-,-,-,No,-,No,Not sure / Don't remember,-, ,Yes,unknown,-,May-19,No, , , , ,Yes,Master's, ,Taxation,Yeshiva,3, ,1, , , , ,3.584158421,88.49,NJ, ,1030,540,490
396,F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,YU CareerLink",Yes,1,-,May-19,No, , , , ,Yes,Master's, ,SLP,Brooklyn College,3, ,1, , , , ,3.990825653,93.8,NJ, ,1260,620,640
397,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,-,No,-,-,-,-,-,-, ,-, , , , ,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.2233676910000004,89.24,NY, ,1165,620,545
398,F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , ,May-19,Yes,New York Cares,Corporate Relations Intern,Non-Profit,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.503205061,89.04,NY, ,1220,560,660
399,F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management,Yes,Yes,Full-time (30+ hours/week),-,Moderately related,Moderately related,No,-,No,Yes,My second year on campus,Other,No, ,Other,May-19,Yes,unknown,unknown,unknown,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.4842104910000002,85.86,NJ, ,1120,560,560
400,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,No,Yes,Full-time (30+ hours/week),-,Moderately related,Slightly related,No,-,No,Yes,My second year on campus,"Individual Appointment,YU CareerLink",Yes,2,Other,May-19,Yes,Standard Oil Credit Holding Group,investment analyst,Finance,"$40,000 - $49,999",No,-, , , ,2,1, , , , ,1,3.74444437,90,CA, ,1120,570,550
401,M,UA,BA,UM,YC,POL, ,5/31/19,201901,Political Science,No,No,Part-time (<30 hours/week),Employed in some other work category,Not related,Not related,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours",Yes,2,Other,May-19,Yes,HASC,Direct support professional,Education,"$30,000 - $39,999",No,-, , , ,2,1, , , , ,1,3.3218390939999995,86.35,NJ, ,1330,690,640
402,F,UA,BS,UW,SY,BUS,BMKT,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Moderately related,No,-,No,No,-, ,Yes,3,Other,May-19,Yes,popshop,Brand Partnership Associate,Marketing,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.866666555,85.38,NY, ,1395,640,755
403,M,UA,BS,UM,SY,BUS,BMAN,5/31/19,201901,Business & Management,-,No,-,-,-,-,-,-,-,No,-, ,No, ,-,May-19,No, , , , ,Yes,Semicha, , , ,3, ,1, , , , ,3.836007118,93,CA, ,1400,760,640
404,M,UA,BS,UM,SY,ACC, ,1/31/19,201809,Accounting,No,Yes,Full-time (30+ hours/week),-,Strongly related,Slightly related,No,-,No,No,-, ,Yes,7,"Alumni Contact (made through Career Center event, program, or referral)",Jan-19,Yes,MD Squared Property,Property Manager,Real Estate,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.2745099069999997,76, , ,1150,570,580
405,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,Yes,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Walk-in Hours,Career Center Website,Career Fair",No, ,Internship or P/T job turned into F/T,May-19,Yes,Federal Reserve Bank of New York,Analyst,Finance,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.73281455,82,NY, ,1290,640,650
